tweet,label,type
"Containers usually move from Jamnagar area to Mumbai or to Mundra. It is expected that this will reduce the logistics cost for containers,"" a Bedi Port official said. #bediport #mundra #IndianRailways 
https://t.co/ez72SX0dWL",non_complaint,
"The #IndianRailways announced cancelling of several trains that were to run from February 1 to February 10. 

Here's the list: 

@IRCTCofficial 
https://t.co/1TMbQhXYg9",non_complaint,water availability
"The Indian Railways has received 297 proposals from various entities under the 'StartUps for Railways' initiative which was launched in June: Railway Minister @AshwiniVaishnaw.

Read at:
https://t.co/BW3HcoqHkb

#IndianRailways #StartupsForRailways #Startups #Investment",non_complaint,Informational
"Northeast Frontier Railway has made a record recovery of an amount of Rs 23.36 crore which was realized from the offenders as fare and penalty
#IndianRailways #NorthEast #record #breaking",non_complaint,electrical equioment
"https://t.co/3i7j7GMjIT

@AshwiniVaishnaw ji , this is the review of #VandeBharat by my daughter #nishka She is 4 years old and loved the journey from #newdelhi to #vaishnodevikatra Do have a look and bless her! #IndianRailways",non_complaint,facility
"Things to do if you travel with your pet dog in a train. 
1. Book your tickets in 1A (Cabin/Coup). 
2. Book a challan for your pet from the luggage counter of the boarding station on the day of travel. 

#IndianRailways #travel #pets #trains",non_complaint,punctuality
"What a beautiful view from Newly constructed bridge at dadar station, its shows growth of indian economy ðŸ¤“
#IndianEconomy #IndianRailways #mumbai https://t.co/Ct2ion38SB",non_complaint,
"Indian Railways: IRCTC resumes service of cooked food in all trains from today #Coockedfood #indianrailways #Indianrailwaysnews #IndianRailwaysupdates #IRCTC #Trainnews https://t.co/jSPBWAPCrs
https://t.co/jSPBWAPCrs",non_complaint,food
"DO NOT SPOIL YOUR JOURNEY, NEVER BUY TICKETS FROM TOUTS.
ALWAYS BUY RAILWAY TICKETS FROM RAILWAY TICKET COUNTERS/AUTHORIZED RAIL TRAVEL AGENTS.  #IndianRailways @RailMinIndia @gmwcrailway @wc_railway @drmkota @drmjabalpur @AshwiniVaishnaw @DarshanaJardosh @raosahebdanve https://t.co/A7yqSe0tXI",non_complaint,Information
"@RailMinIndia @IRCTCofficial
@PMOIndia @IR_CRB @narendramodi @AshwiniVaishnaw @RailwaySeva #IndianRailways  Make Railway reservation system more open &amp; transparent by displaying the real-time total &amp; vacant Berth/Seat with layout plan on #IRCTC Website to select from by traveller",non_complaint,
"Indian Railways: Railways canceled about 400 trains from UP-Bihar to Punjab, check the list before traveling https://t.co/MI6kPeTziS 
#IndianRailways #IndianRailway",non_complaint,Service
"#IndianRailways 
There is a strike near a railway station called BAMRA 
Which is causing the train no 18005 and not allowing the train to go, which is stuck from 23/02/2023(7am) till now the problem is not solved. 
Please take any action.",non_complaint,
"The Ministry of Railways has released the mobile app ""Rail MADAD"" to expedite and streamline passenger grievance redressal.

How to access
The Rail MADAD app for the Android platform can be downloaded from https://t.co/0qeT5ltYBf
#IndianRailways #government #sparshfluu https://t.co/ySk3YxO6xv",non_complaint,Information
"KJM WDP-4 20034 in LHF screams on top notch as it hurtles towards its next scheduled halt, Davanagere, at the sectional MPS of 110kmph pulling the NZM bound KSK from Yesvantapur.
#IndianRailways #SWR #Tumkur #Bangalore #Delhi #birur #mountains #PicOfTheDay #Photos #PhotoOfTheDay https://t.co/fE9ZkD5aqD",non_complaint,Informational
"@drm_dli @RailwaySeva Sir, this is such busy station in the Capital of India with huge footfall of the passengers, also many important trains including #Rajdhani are passing through from here. So, I request to the #IndianRailways and @AshwiniVaishnaw to provide such a basic facility to the commuters.",non_complaint,Service
"May 2022 - Night Photography

Finally got chance to see closer &amp; click of this new blue boy from AlstomIndia Powerful 12000 HP Electric Locomotive - WAG12B 60030 - NR Dual Electric Locomotive at Kalyan Junction on Siding of @Central_Railway

#KalyanJunction
#IndianRailways https://t.co/EwALBItGGN",non_complaint,Appreciation
"#HarGharTiranga 
 let's bring our National Flag home, proudly fly it from 13th to 15th August and show the world we are one! #IndianRailways @RailMinIndia #AzadiKaAmritMahotsav @gmwcrailway @MinOfCultureGoI https://t.co/QlJFxnJSur",non_complaint,
"#TricolourWDG4D ðŸ‡®ðŸ‡³ far from home !

BGKT WDG4D #70767 with BCNA Rake at NJP Goods Yard

@NWRailways @DRMJodhpurNWR @drm_kir @RailNf @RailMinIndia @AshwiniVaishnaw 

#tiranga #bhagatkikothi #wdg4d70767 #tricolorwdg4d #northwesternrailway #northeastfrontierrailway #indianrailways https://t.co/lD6tQjQaYL",non_complaint,Information
"Train fares to be reduced from this date, Check here for all details #ChandigarhExpress #COVID #covid19 #DehradunAmritsarJunctionDehradunExpress #FareDeduction #HemkuntExpress #indianrailways #MailExpress #SuperfastShuttleExpress ...
https://t.co/WIOkrnW22a",non_complaint,facility
"Railway job aspirants found indulging in unlawful activities may face lifetime debarment from obtaining Railway job: Railway Ministry

#railwayjobs #RailwayNews #IndianRailways

https://t.co/F7uXLq5r7K",non_complaint,staff behaviour
"What if we said you could go from Chennai to Bangalore in just 30 minutes?

What if we said you could play a role to make that a reality in India and around the world?

We're recruiting! Check your smail inbox for all the details.Ã¢Å“Â¨Ã¯Â¸

#Hyperloop #LeapOntoTheLoop #IndianRailways https://t.co/CkAF9YRrAl",non_complaint,punctuality
"Our travel from Delhi to Jammu in Vande Bharat. India's 2nd fastest train. Watch the video : https://t.co/OwW9p7Gu94
.
.
.
.

#vandebharatexpress #train #fastesttraininindia #indianrailways #indianrailwaysÃ°Å¸Å¡â€š #delhitojammu https://t.co/72UDj5DcQc",non_complaint,cleanliness
"Railways can charge as minimum as 30 INR from the passengers.

@RailMinIndia 
#CineQuora #IndianRailways #railways #trainjourney #railway #luggage https://t.co/jZeneZMcFs",non_complaint,
"#IndianRailways #IRCTC #ashwinivaishnaw 
What if someone missed the train from boarding station and want to catch it from next station. Is it allow to catch train from next station? Or TTE will directly cancel my seat. If i wasn't available on seat from boarding station.
Rule?",non_complaint,staff behaviour
"Traveling in Tejas Express from Egmore , Chennai. Neat and clean train. Congratulation #Indianrailways https://t.co/yazHYIfFlo",non_complaint,
"@drmsbc It's a great honour for us to be a part of it in moving this train from our division
#hungerforcargo #IndianRailways #SWR #locopilot",non_complaint,Appreciation
"@DRMBRCWR @RailwaySeva Many thanks for your kind feedback

Thus, we will refrain from using online parcel booking across #IndianRailways network until it is fully ready! Hope, soon this #DigitalTransformation could take place",non_complaint,Not applicable
"Thank you #IndianRailways for quick response on the passenger's grievance.The matter has been closed from my side.But it is suggested that Railways must take strictest action against the illegally carrying of extra luggages in premium trains i.e. Rajdhani exp,Tejas,Vande Bharat",non_complaint,None
"@RailMinIndia @IRCTCofficial
@PMOIndia @IR_CRB @narendramodi @AshwiniVaishnaw @RailwaySeva #IndianRailways to make Berth/Seat reservation system more open &amp; transparent by displaying the total &amp; vacant Berth/Seat with layout plan on #IRCTC Website to select from by rail traveller",non_complaint,Suggestion
"The #JPP by #IndianRailways and #IndiaPost has commenced on pilot project basis. The first service of the pilot project has commenced on 31th March, 2022 from #Surat to #Varanasi. 

https://t.co/okcB5aXRdw",non_complaint,cleanliness
Indian Railways to resume passenger trains services between India-Bangladesh from May 29 #IndianRailways #trainsservices #India #Bangladesh #News #NationalNews #Travelnews https://t.co/j4EpdPghPZ,non_complaint,Positive news
"Ã Â¤Â¸Ã Â¥Ã Â¤ÂµÃ Â¤Å¡Ã Â¥Ã Â¤â€ºÃ Â¤Â¤Ã Â¤Â¾ Ã Â¤ÂªÃ Â¤â€“Ã Â¤ÂµÃ Â¤Â¾Ã Â¤Â¡Ã Â¤Â¼Ã Â¤Â¾2022!!

WRS Kota has Removed unnecessary files, garbage, plastic scrap, and other zero-value scraps from the Wheel shop, wheel park, and CTRB shop
#swachhbharatabhiyan #IndianRailways #SwachhtaPakhwada https://t.co/BpoezToM5V",non_complaint,punctuality
"#IndianRailways first indigenously manufactured aluminum good strain rake was flagged off by Railway
Minister @AshwiniVaishnaw from Bhubaneswar in Odisha on Sunday.
https://t.co/cKLBe26gww",non_complaint,fac
"Looking forward to seeing over 500 contractors and officials from one of the greatest and largest organizations in the world, The Indian Railways and sharing our Happionaire message of empowerment and possibility! 

#YogeshChabria #Happionaire #indianrailways #success #mindset https://t.co/olPdECSXgr",non_complaint,
"Indian railways, the arteries of our nation. From the bustling city stations to the quiet countryside stops, they connect us all. A reminder of the countless stories, the countless journeys, the countless lives intertwined on these tracks. #IndianRailways #unityindiversity",non_complaint,Appreciation
"One nation, one identity- Our Tiranga!
In the 75th year of our independence, let's bring our National Flag home, proudly fly it from 13th to 15th August and show the world we are one! #HarGharTiranga
#IndianRailways @BhopalDivision @drmkota @drmjabalpur https://t.co/9xzOPdiyvj",non_complaint,Patriotism and promotion
"There is 68% rise in #transportation of passenger cars through trains by #IndianRailways due to the liberalization in the Automobile Freight Train Operator (AFTO) policy from time to time.

Follow @TONTUFVehicles for more info &amp; updates... https://t.co/aS8s4pr4pf",non_complaint,security
"""From the Land of Ananta towards the Land of Bhuloka Vaikunta""

Trivandrum - Guruvayur Intercity express curving out from Trivandrum City.. #IndianRailways #trivandrum #indianrailway #railwayphotography #trainphotography https://t.co/cAHI7rb2LX",non_complaint,Informational
"Hope #indianrailways take note of this. These are hard-earned money from lots of customers and hard-earned investments from manufacturers. A customer can simply return the item for breakage and the cost is borne by manufacturers. #AshwaniVaishnaw 
#ministryofrailways #Railways https://t.co/vsBqMsDKln",non_complaint,Appreciation
"#EconomicSurvey | Capital expenditure for #IndianRailways increased from Rs 1,55,181 crore in 2020-21 to Rs 2,15,058 crore in 2021-22 

@RailMinIndia #Railways #BudgetWithOutlook #EconomicSurvey2022",non_complaint,punctuality
"One of the Best experiences i had travelling in Train today. Shatabdi express from Delhi to Bhopal.
Excellent Food, compartments , staff. Everything was upto the Mark.
Mr shiv singh coach C3 did a great service.
Good Job Indian Railways
@AshwiniVaishnaw 
#indianrailways https://t.co/JWgiaAnBlc",non_complaint,punctuality
https://t.co/Z6t1M8Y9sI A vlog from the deep heart. This temple is extremely older than ajanta allora caves plz explore Himachal #Bellator290 #BBTitansXJameson #íƒœí˜„ì´ì˜ì¶”ì–µìœ¼ë¡œì™„ì„±ëœ22ë²ˆì§¸ì•…ë³´ #ë¯¸ì§€ì˜ë³„_ì§€ì„±ì˜_ìŠ¤ë¬¼ë‘ë²ˆì§¸_ì—¬í–‰ #WALvIRE #IndianRailways #vlogs #bhuvneshwarkumar #In https://t.co/CxRVhylFsx,non_complaint,Information
"Packed from Home! 

- Paneer Cashew Mutter Pulao (by yours truly)
- Raitha 
- Potato Chips &amp;
- Semiya Payasam (MomÃ¢â‚¬â„¢s specialÃ¢â„¢Â¥Ã¯Â¸)

#MealsOnWheels #IndianRailways #HomeFood #homeMade https://t.co/lenqWwcLC7",non_complaint,electrical equioment
"#VandeBharatExpress Trains To Be Launched From Mumbai Tomorrow: Check New Route, Ticket Fare, Timing Details Here 

#Mumbai #Solapur #Shirdi #NarendraModi #IndianRailways 

https://t.co/7w16W4TVgJ",non_complaint,Information
"Thank you @IRCTCofficial 
For arranging special train for RRB exam... From mysure to trivandrum ..

@PiyushGoyal @narendramodi #IndianRailways https://t.co/r5VDYGOA06",non_complaint,-
"Two #BharatGaurav trains for #Shirdi, one each for Shakti Peeth, Mahashivaratri Jyotirlinga Yatra, Ramayan Yatra and Sri Jagannath Yatra, besides one special for visiting Coromandel Coast are being planned for visitors from 24 Dec.
#IndianRailways #railway #assortedrailfanning",non_complaint,Information sharing
"Revenue from passenger traffic in FY 2022-23 till 31st August has increased by 116% over the corresponding period of FY 2021-22. The surge has been recorded in both reserved and unreserved segments.
#IndianRailways #revenue https://t.co/n4ORrUN2nU",non_complaint,electrical equioment
"#DidYouKnow The laying of a rail line in Travancore state from Tinnelvely (Tirunelveli) to Trivandrum was first floated by the Diwan of Travancore, V.Ramaiyengar, in 1883. The route through Aryankavu pass was surveyed by the then Chief Engineer of SIR, Mr.Logan. #IndianRailways",non_complaint,Information
"PINAKA launched from Chunar. For the very first time in NCR, a long haul of 4 trains plied. Measuring 2.7 km, the Pinaka, destined for the coal loading sites of East Central Railway was formed at Chunar today with 4 empty BOXN rakes: North Central Railway. #IndianRailways https://t.co/taPY0XT2ro",non_complaint,News/update
"Northeast Frontier Railway has made a record recovery of an amount of Rs 23.36 crore which was realized from the offenders as fare and penalty

#IndianRailways 
https://t.co/FSAgcRoyfW",non_complaint,medical assistance
"Train tour 'Shri Ramayan Yatra' to depart from Delhi on Feb 22. Details here #indianrailways #Ramayantrain #RamayanYatratrain #ShriRamayanYatra https://t.co/oQQXeMthDO
https://t.co/oQQXeMthDO",non_complaint,staff behaviour
"The #IndianRailways is preparing to make travel to and from #Ayodhya more convenient and comfortable. The Ayodhya railway station in #UttarPradesh is being built in two stages, according to the national transporter.
https://t.co/3bEGN7gpMZ",non_complaint,Infrastructure
